CONTROL_REPLACEMENT_FRAC,smallest_combined_p_mean,smallest_combined_p_std,smallest_overall_p_mean,smallest_overall_p_std,left_hbo_p_phase_mean,left_hbo_p_phase_std,left_hbo_p_power_mean,left_hbo_p_power_std,left_hbo_p_combined_mean,left_hbo_p_combined_std,left_hbr_p_phase_mean,left_hbr_p_phase_std,left_hbr_p_power_mean,left_hbr_p_power_std,left_hbr_p_combined_mean,left_hbr_p_combined_std,right_hbo_p_phase_mean,right_hbo_p_phase_std,right_hbo_p_power_mean,right_hbo_p_power_std,right_hbo_p_combined_mean,right_hbo_p_combined_std,right_hbr_p_phase_mean,right_hbr_p_phase_std,right_hbr_p_power_mean,right_hbr_p_power_std,right_hbr_p_combined_mean,right_hbr_p_combined_std
0.0,0.0006033033151953138,0.0,,,0.0007141428857085725,0.0002793993725278032,0.0007405255745571488,0.0,0.0012458244954067141,0.00032159509696725864,0.004313423029679778,0.0008856907440784973,0.0003016971681882697,0.0,0.0006033033151953138,0.0,0.09758048390321936,0.005152608968896268,0.0011395895903508798,0.0,0.0022778805162673166,0.0,0.14725626303310765,0.0056236503977007005,0.00757103892374803,0.0,0.015084757217111111,0.0
0.05,0.002935780330841726,0.0012215282931247139,,,0.0017425086411289171,0.0010812289953129456,0.004146491373471652,0.001921405248905254,0.003458955408626158,0.002147514154697878,0.011283457594195448,0.00367051843980387,0.010515218232637803,0.004811518749257479,0.015738156647063843,0.006590446136515218,0.12463221641386009,0.05933016115319832,0.006223467435217061,0.0036865882175095284,0.012396553952643654,0.007318896842445009,0.17702173850944097,0.0493977736022166,0.026680250409780643,0.02928514407751475,0.051913562488797686,0.05603570631792537
0.1,0.003549428090743878,0.0039317973867594135,,,0.0028851372582626334,0.001903500048556728,0.004396000383856582,0.0030851300968345275,0.004488418539994011,0.003946417753143453,0.03125089267860714,0.02877287506243766,0.013465901835942656,0.01389555762630205,0.016960431982392294,0.012880214418980665,0.26040506184477386,0.09444872123332344,0.011171932486396483,0.00836502156816526,0.02215907553802448,0.016480231483328413,0.43074242294398263,0.1923958015200165,0.026051080975329773,0.03621448380047911,0.050299369841874775,0.06847934854587233
0.15000000000000002,0.004467117894200068,0.002575942228049431,,,0.008426886051361156,0.01147721010565154,0.003142910614697272,0.002592830447365867,0.005036293267019979,0.0027394672187583406,0.0804981860770703,0.06001330945922999,0.013032008913207648,0.010549722476372331,0.02579878744639121,0.020781277572701717,0.2447796155054703,0.11954562035962381,0.011413833869004237,0.00859443810499437,0.022634079820413038,0.01697449637645467,0.46093638415174104,0.1522925504137796,0.044858795206427445,0.01998488437544391,0.08736293981676849,0.03822365718004384
0.2,0.017736657602292323,0.017771540773811743,0.025546184630991467,,0.021509983717542206,0.013952785218899512,0.02014007054417009,0.00958063930588375,0.0348028503328602,0.018460139188058347,0.1998743108521153,0.20266151034979404,0.04934198522162113,0.03831158073695518,0.08893311372126442,0.07107523759995957,0.2640329077041735,0.15782355270805237,0.025193759640696586,0.030670306938235664,0.04894650713282948,0.058825359884026145,0.49241580255377493,0.30566516846582037,0.06399173861593942,0.04703378491314556,0.12199238297228295,0.08785886063259567
0.25,0.019876560525509172,0.011520176237580093,,,0.020910103693547004,0.015451728597620722,0.018054859362650614,0.011132745310056655,0.02315097584538991,0.01700721788510572,0.14180021138629414,0.13872140243503595,0.03780590980347652,0.03582481906492805,0.06729240610509858,0.06387768723007729,0.4367126574685063,0.16578031343441602,0.03168891560008952,0.030129553259884343,0.061595538131435,0.05673634588247231,0.6365298368897649,0.21514308352146985,0.06757882483372238,0.06087669983609712,0.12741420417330845,0.11038002265704822
0.30000000000000004,0.03060949941369143,0.01999708939281651,0.02758513530939921,0.0008351415165673171,0.038792241551689664,0.02509159499833859,0.026882626483002287,0.02010081775804709,0.04228160707644172,0.038796226262129016,0.32782015025566313,0.20121948405500278,0.0853325243383906,0.05001418211311749,0.14539715036190046,0.08042680216513651,0.6810352215271231,0.25660046549901144,0.0563724779782994,0.04123416901654235,0.10810973680219797,0.07642441099889616,0.7297968977633044,0.2444797857766572,0.1382449681897306,0.0992019110755119,0.2489431058687955,0.1624801416925775
0.35000000000000003,0.022037549018793512,0.02077300928756771,0.026847282733562065,,0.06930042562915988,0.05498765180370408,0.0338978998070187,0.04276337177361587,0.04253882298806728,0.03522051354559043,0.4599365841117491,0.27197622628037116,0.03842613932580755,0.03117954979278828,0.07454242676074506,0.05937658336648538,0.46833490444768194,0.18079110478885238,0.04132937698342941,0.030205108345687865,0.08016862350487063,0.05748758545195181,0.652612334675922,0.1944193966261417,0.07086847864213251,0.06250539834375025,0.13336582331454816,0.11531928518386621
0.4,0.02676567380756136,0.01476438128426607,,,0.09061044933870369,0.08805375641356669,0.021794952902033083,0.01634515490671053,0.035249462068184675,0.020393964378749102,0.46536407004313424,0.3153628767753753,0.04555515995443504,0.05355167436129259,0.08657694860162624,0.09735930364167192,0.6269031907904133,0.2487349639139616,0.10288423070888411,0.05996037815058564,0.1921016562480997,0.10938014595898042,0.8554003485017282,0.10414553965354806,0.18616513733492504,0.1497981761883119,0.318438964662909,0.24569222695981058
0.45,0.03757901780386519,0.03148432315915065,0.05142997340552436,,0.18747679035621445,0.165014863100341,0.08550428719951256,0.09615798242702352,0.139558359425622,0.13194364420170596,0.5827405947381952,0.25196309152584967,0.23038141238767126,0.1798777945135747,0.37995349735097467,0.2513384528618977,0.8262918844802468,0.179221353233785,0.0853222210057893,0.1061840907379756,0.15370022250634582,0.17824142202021895,0.8060102265261234,0.1746419324574271,0.2271768456000683,0.16614673363877858,0.37908316879576626,0.2501094684964697
0.5,0.08287511211210083,0.10160868602408206,0.0903200867768552,0.05794883229160835,0.41234610220812984,0.13509418248890137,0.16433668981408725,0.17196367548072997,0.27631982713640146,0.2618136853577734,0.6528979918302055,0.20031320631373176,0.3068356598808611,0.1932456698527874,0.4875141499441823,0.2648638943388659,0.7018881937898135,0.28983774769007314,0.09725455357325871,0.08712743813485573,0.17854392426211804,0.15324474102435942,0.6039934870168823,0.20494993199610734,0.12251193780738655,0.13828745642279192,0.2136231973346931,0.21850107169985103
0.55,0.12081518464844314,0.12157361242948463,0.10127866432235448,0.06956599564412293,0.3598994486816922,0.19309216380461067,0.15963116562853763,0.159127977279223,0.27207589665745513,0.23549496333424333,0.7660182249264433,0.2722463263137877,0.20570293618961394,0.17083660599555645,0.34407633503813007,0.2683953538625188,0.5908246922044162,0.2215211477791216,0.11448403152421771,0.10979171749279554,0.2055292799486678,0.17965435214540754,0.5796554974719342,0.13678547995138762,0.1987648362342031,0.09582394423331587,0.3501517309551141,0.15313746779716
0.6000000000000001,0.07485926732611416,0.06417617959301877,0.053630393702107426,0.04066892845082693,0.4409118176364727,0.2566658133884113,0.1481625250593866,0.2218714595106317,0.230499055393943,0.2997704905039768,0.8863370183106236,0.04867699888419514,0.21853772773579447,0.21940693976441053,0.348054369698993,0.28421958948538095,0.539235010140829,0.32960415089377404,0.10532935771684758,0.10870636461234182,0.14094655216768276,0.11944930576201056,0.6964035764275717,0.2861842629172371,0.14045828142502764,0.08740746331887699,0.2515264946819409,0.14326634123864215
0.65,0.22609674006464048,0.17909934467732017,0.1432475403625902,0.10696924670293564,0.6482703459308138,0.28216848842413395,0.1965512219296349,0.15697617027929436,0.32924028992062204,0.23107703120768086,0.6211329162738881,0.277220128027078,0.3833344382265373,0.19875366550494677,0.5173697587075657,0.23940396849769574,0.622446939183592,0.25871276888655215,0.22430566858383252,0.13402769483086893,0.38290108451024507,0.20276321901567368,0.7494501099780043,0.22878873848629858,0.40531362973599844,0.2186300655005775,0.5781759804040022,0.2413615248868736
0.7000000000000001,0.24126868040663343,0.0846880765730595,0.13015475393914874,0.04950416226764185,0.6803210786414146,0.2656729829075312,0.24548086252913368,0.2004502763919613,0.3962606026425511,0.2560131161878215,0.5030993801239753,0.1900102725145304,0.47502553897635863,0.18840399553320258,0.6027468985018897,0.18757968303157366,0.5252663752963693,0.2933763244328643,0.3271333362656112,0.2638853383505748,0.4006058900825621,0.18848669372317892,0.6153912074727911,0.14964375440207545,0.5055027117688429,0.1933713480763534,0.6846818046567337,0.1618529143981548
0.75,0.3095722619916054,0.14842990574386822,0.19867897178635363,0.06346688897474578,0.7405661724797898,0.21965094479732258,0.29871579181358593,0.22917889066640754,0.4631807759822812,0.29563456865761634,0.7715599737195419,0.2804649663978199,0.3516028292287805,0.2272526753100896,0.5201313508945055,0.2561642061815658,0.5869397549061617,0.23981348937493346,0.47688108536427676,0.21935995678206768,0.5944011207846265,0.2010050261022491,0.6838346616391008,0.19966326139900648,0.5496155582551407,0.2830159557925029,0.6745869376334319,0.2073813612156871
