subject,CONTROL_REPLACEMENT_FRAC,smallest_combined_p,smallest_overall_p,left_hbo_p_phase,left_hbo_p_power,left_hbo_p_combined,left_hbr_p_phase,left_hbr_p_power,left_hbr_p_combined,right_hbo_p_phase,right_hbo_p_power,right_hbo_p_combined,right_hbr_p_phase,right_hbr_p_power,right_hbr_p_combined
1,0.0,0.0007996800959743089,,0.001799640071985603,0.5434100465037563,0.003596041439582587,0.0003999200159968006,0.8225657671208332,0.0007996800959743089,0.0023995200959808036,0.30023069493381416,0.004793282495270557,0.0003999200159968006,0.9658212699844346,0.0007996800959743089
1,0.05,0.00039988003199198374,,0.0027994401119776045,0.5120753423989127,0.005591043359014725,0.0001999600079984003,0.8010295810277432,0.00039988003199198374,0.0023995200959808036,0.30023069493381416,0.004793282495270557,0.0003999200159968006,0.9658212699844346,0.0007996800959743089
1,0.1,0.00039988003199198374,,0.0027994401119776045,0.5120753423989127,0.005591043359014725,0.0001999600079984003,0.8010295810277432,0.00039988003199198374,0.00599880023995201,0.41063225693136973,0.011961614875585225,0.002999400119976005,0.888599761396484,0.005989803838872265
1,0.15000000000000002,0.004394282111384151,,0.002599480103979204,0.849187547138138,0.005192202911147525,0.0021995600879824036,0.8170974240745057,0.004394282111384151,0.00599880023995201,0.41063225693136973,0.011961614875585225,0.002999400119976005,0.888599761396484,0.005989803838872265
1,0.2,0.010768692092415266,,0.022595480903819236,0.9544160987689119,0.04468040605036361,0.005398920215956809,0.7936124979235221,0.010768692092415266,0.026394721055788842,0.3876552228430046,0.0520927608119649,0.012397520495900819,0.7313650478587848,0.024641342477355388
1,0.25,0.024641342477355388,,0.13797240551889622,0.7820334683600533,0.2569084263531217,0.015796840631873626,0.6248882145151902,0.03134414108979833,0.026394721055788842,0.3876552228430046,0.0520927608119649,0.012397520495900819,0.7313650478587848,0.024641342477355388
1,0.30000000000000004,0.024641342477355388,,0.13797240551889622,0.7820334683600533,0.2569084263531217,0.015796840631873626,0.6248882145151902,0.03134414108979833,0.026394721055788842,0.3876552228430046,0.0520927608119649,0.012397520495900819,0.7313650478587848,0.024641342477355388
1,0.35000000000000003,0.08872150784800048,0.04539092181563687,0.04539092181563687,0.3514573053844938,0.08872150784800048,0.06598680263947211,0.5809708382190023,0.12761934715636358,0.22675464907018597,0.7986804380201046,0.4020916272654287,0.0631873625274945,0.6180539038110329,0.12238208227180791
1,0.4,0.06218920183169929,0.03159368126374725,0.14257148570285944,0.5449943580821837,0.2648163428701983,0.03159368126374725,0.6450478913288649,0.06218920183169929,0.22675464907018597,0.7986804380201046,0.4020916272654287,0.0631873625274945,0.6180539038110329,0.12238208227180791
1,0.45,0.06218920183169929,0.03159368126374725,0.14257148570285944,0.5449943580821837,0.2648163428701983,0.03159368126374725,0.6450478913288649,0.06218920183169929,0.1271745650869826,0.45420321639262085,0.23817576016890218,0.21115776844631073,0.7930897969450244,0.37772793371739566
1,0.5,0.23817576016890218,0.1271745650869826,0.20655868826234752,0.16907621500729042,0.3095656635333893,0.21875624875024996,0.48164280269160065,0.3896582011332186,0.1271745650869826,0.45420321639262085,0.23817576016890218,0.21115776844631073,0.7930897969450244,0.37772793371739566
1,0.55,0.0978608917288728,0.05018996200759848,0.10937812437512498,0.5753870170278972,0.20679267465842965,0.05018996200759848,0.9157319286060708,0.0978608917288728,0.1271745650869826,0.45420321639262085,0.23817576016890218,0.21115776844631073,0.7930897969450244,0.37772793371739566
1,0.6000000000000001,0.0978608917288728,0.05018996200759848,0.10937812437512498,0.5753870170278972,0.20679267465842965,0.05018996200759848,0.9157319286060708,0.0978608917288728,0.34513097380523894,0.9799830900444396,0.5711465585307254,0.17896420715856828,0.5023474124908769,0.3259002268732417
1,0.65,0.13953138186599823,0.07238552289542091,0.07238552289542091,0.7402003056134312,0.13953138186599823,0.10037992401519696,0.8407480699545339,0.19068371888509728,0.34513097380523894,0.9799830900444396,0.5711465585307254,0.17896420715856828,0.5023474124908769,0.3259002268732417
1,0.7000000000000001,0.3519122210350971,0.1949610077984403,0.23315336932613479,0.9999542005565311,0.41194624502414046,0.1949610077984403,0.8318987473678492,0.3519122210350971,0.3869226154769046,0.7258120124147909,0.6241361205863205,0.3859228154369126,0.5141651376567157,0.6229092113990717
1,0.75,0.3519122210350971,0.1949610077984403,0.23315336932613479,0.9999542005565311,0.41194624502414046,0.1949610077984403,0.8318987473678492,0.3519122210350971,0.3869226154769046,0.7258120124147909,0.6241361205863205,0.3859228154369126,0.5141651376567157,0.6229092113990717
